Er;Erx;Ery;Jr;Jrc;Jrcx;Jrcy;Jrx;Jry;V;X;Y;gamma;pj;t;
44.9684;-44.9684;-0.0584835;4.49684;4.49684;-4.49684;-0.00584835;-4.49684;-0.00584835;-0.135876;-0.000655311;0;0.1;202.216;0;
44.1889;-44.1889;-0.0454019;4.41889;4.41889;-4.41889;-0.00454019;-4.41889;-0.00454019;-0.135697;-0.000651303;0;0.1;195.266;0;
43.4094;-43.4094;-0.0323204;4.34094;4.34094;-4.34094;-0.00323204;-4.34094;-0.00323204;-0.135522;-0.000647295;0;0.1;188.437;0;
42.6299;-42.6299;-0.0192389;4.26299;4.26299;-4.26299;-0.00192389;-4.26299;-0.00192389;-0.135349;-0.000643287;0;0.1;181.731;0;
41.8504;-41.8504;-0.00615741;4.18504;4.18504;-4.18504;-0.000615741;-4.18504;-0.000615741;-0.13518;-0.000639279;0;0.1;175.146;0;
41.0709;-41.0709;0.00692409;4.10709;4.10709;-4.10709;0.000692409;-4.10709;0.000692409;-0.135014;-0.000635271;0;0.1;168.682;0;
40.2914;-40.2914;0.0200056;4.02914;4.02914;-4.02914;0.00200056;-4.02914;0.00200056;-0.134851;-0.000631263;0;0.1;162.34;0;
39.5119;-39.5119;0.0330871;3.95119;3.95119;-3.95119;0.00330871;-3.95119;0.00330871;-0.134691;-0.000627255;0;0.1;156.119;0;
38.7325;-38.7324;0.0461686;3.87325;3.87325;-3.87324;0.00461686;-3.87324;0.00461686;-0.134534;-0.000623246;0;0.1;150.02;0;
37.953;-37.9529;0.0592501;3.7953;3.7953;-3.79529;0.00592501;-3.79529;0.00592501;-0.13438;-0.000619238;0;0.1;144.043;0;
37.1735;-37.1735;0.0723316;3.71735;3.71735;-3.71735;0.00723316;-3.71735;0.00723316;-0.13423;-0.00061523;0;0.1;138.187;0;
36.6758;-36.6746;0.294079;3.66758;3.66758;-3.66746;0.0294079;-3.66746;0.0294079;-0.134082;-0.000611222;0;0.1;134.512;0;
35.8464;-35.846;0.173945;3.58464;3.58464;-3.5846;0.0173945;-3.5846;0.0173945;-0.133937;-0.000607214;0;0.1;128.497;0;
34.4996;-34.4987;0.243672;3.44996;3.44996;-3.44987;0.0243672;-3.44987;0.0243672;-0.133797;-0.000603206;0;0.1;119.022;0;
34.1577;-34.1568;-0.257981;3.41577;3.41577;-3.41568;-0.0257981;-3.41568;-0.0257981;-0.13366;-0.000599198;0;0.1;116.675;0;
33.4245;-33.4237;-0.234442;3.34245;3.34245;-3.34237;-0.0234442;-3.34237;-0.0234442;-0.133524;-0.00059519;0;0.1;111.72;0;
32.6913;-32.6906;-0.210902;3.26913;3.26913;-3.26906;-0.0210902;-3.26906;-0.0210902;-0.133392;-0.000591182;0;0.1;106.872;0;
31.9581;-31.9575;-0.187363;3.19581;3.19581;-3.19575;-0.0187363;-3.19575;-0.0187363;-0.133262;-0.000587174;0;0.1;102.132;0;
31.2249;-31.2245;-0.163823;3.12249;3.12249;-3.12245;-0.0163823;-3.12245;-0.0163823;-0.133135;-0.000583166;0;0.1;97.4994;0;
30.4917;-30.4914;-0.140283;3.04917;3.04917;-3.04914;-0.0140283;-3.04914;-0.0140283;-0.133012;-0.000579158;0;0.1;92.9745;0;
29.7586;-29.7583;-0.116744;2.97586;2.97586;-2.97583;-0.0116744;-2.97583;-0.0116744;-0.132891;-0.00057515;0;0.1;88.5571;0;
29.0254;-29.0252;-0.0932039;2.90254;2.90254;-2.90252;-0.00932039;-2.90252;-0.00932039;-0.132773;-0.000571142;0;0.1;84.2474;0;
28.2923;-28.2922;-0.0696642;2.82923;2.82923;-2.82922;-0.00696642;-2.82922;-0.00696642;-0.132658;-0.000567134;0;0.1;80.0452;0;
27.5591;-27.5591;-0.0461245;2.75591;2.75591;-2.75591;-0.00461245;-2.75591;-0.00461245;-0.132546;-0.000563126;0;0.1;75.9506;0;
