Er;Erx;Ery;Jr;Jrc;Jrcx;Jrcy;Jrx;Jry;V;X;Y;gamma;pj;t;
124.698;124.694;-0.999868;12.4698;12.4698;12.4694;-0.0999868;12.4694;-0.0999868;0.455879;-0.000611222;0;0.1;1554.95;0;
121.878;121.876;-0.591412;12.1878;12.1878;12.1876;-0.0591412;12.1876;-0.0591412;0.455385;-0.000607214;0;0.1;1485.42;0;
117.299;117.296;-0.828486;11.7299;11.7299;11.7296;-0.0828486;11.7296;-0.0828486;0.454909;-0.000603206;0;0.1;1375.89;0;
116.136;116.133;0.877137;11.6136;11.6136;11.6133;0.0877137;11.6133;0.0877137;0.454443;-0.000599198;0;0.1;1348.76;0;
113.643;113.641;0.797102;11.3643;11.3643;11.3641;0.0797102;11.3641;0.0797102;0.453982;-0.00059519;0;0.1;1291.48;0;
111.15;111.148;0.717067;11.115;11.115;11.1148;0.0717067;11.1148;0.0717067;0.453532;-0.000591182;0;0.1;1235.44;0;
108.658;108.656;0.637033;10.8658;10.8658;10.8656;0.0637033;10.8656;0.0637033;0.453091;-0.000587174;0;0.1;1180.65;0;
106.165;106.163;0.556998;10.6165;10.6165;10.6163;0.0556998;10.6163;0.0556998;0.452661;-0.000583166;0;0.1;1127.09;0;
103.672;103.671;0.476963;10.3672;10.3672;10.3671;0.0476963;10.3671;0.0476963;0.45224;-0.000579158;0;0.1;1074.79;0;
101.179;101.178;0.396928;10.1179;10.1179;10.1178;0.0396928;10.1178;0.0396928;0.45183;-0.00057515;0;0.1;1023.72;0;
98.6864;98.6858;0.316893;9.86864;9.86864;9.86858;0.0316893;9.86858;0.0316893;0.451429;-0.000571142;0;0.1;973.9;0;
96.1937;96.1934;0.236858;9.61937;9.61937;9.61934;0.0236858;9.61934;0.0236858;0.451039;-0.000567134;0;0.1;925.322;0;
93.7011;93.7009;0.156823;9.37011;9.37011;9.37009;0.0156823;9.37009;0.0156823;0.450658;-0.000563126;0;0.1;877.989;0;
91.2085;91.2085;0.0767886;9.12085;9.12085;9.12085;0.00767886;9.12085;0.00767886;0.450287;-0.000559118;0;0.1;831.899;0;
89.6164;89.6163;0.152908;8.96164;8.96164;8.96163;0.0152908;8.96163;0.0152908;0.449926;-0.00055511;0;0.1;803.11;0;
87.8557;87.8557;0.0672395;8.78557;8.78557;8.78557;0.00672395;8.78557;0.00672395;0.44957;-0.000551102;0;0.1;771.863;0;
86.0952;86.0952;-0.0184291;8.60952;8.60952;8.60952;-0.00184291;8.60952;-0.00184291;0.449222;-0.000547094;0;0.1;741.238;0;
84.3347;84.3346;-0.104098;8.43347;8.43347;8.43346;-0.0104098;8.43346;-0.0104098;0.44888;-0.000543086;0;0.1;711.234;0;
82.5743;82.5741;-0.189766;8.25743;8.25743;8.25741;-0.0189766;8.25741;-0.0189766;0.448545;-0.000539078;0;0.1;681.852;0;
80.814;80.8135;-0.275435;8.0814;8.0814;8.08135;-0.0275435;8.08135;-0.0275435;0.448218;-0.00053507;0;0.1;653.091;0;
79.0538;79.053;-0.361103;7.90538;7.90538;7.9053;-0.0361103;7.9053;-0.0361103;0.447898;-0.000531062;0;0.1;624.951;0;
77.2938;77.2925;-0.446772;7.72938;7.72938;7.72925;-0.0446772;7.72925;-0.0446772;0.447584;-0.000527054;0;0.1;597.432;0;
75.5338;75.5319;-0.532441;7.55338;7.55338;7.55319;-0.0532441;7.55319;-0.0532441;0.447278;-0.000523046;0;0.1;570.535;0;
74.3765;74.3683;-1.10688;7.43765;7.43765;7.43683;-0.110688;7.43683;-0.110688;0.446979;-0.000519038;0;0.1;553.186;0;
72.464;72.459;-0.858303;7.2464;7.2464;7.2459;-0.0858303;7.2459;-0.0858303;0.446685;-0.00051503;0;0.1;525.104;0;
70.5523;70.5497;-0.609728;7.05523;7.05523;7.05497;-0.0609728;7.05497;-0.0609728;0.446398;-0.000511022;0;0.1;497.763;0;
68.6413;68.6404;-0.361153;6.86413;6.86413;6.86404;-0.0361153;6.86404;-0.0361153;0.446119;-0.000507014;0;0.1;471.163;0;
65.8542;65.8519;-0.554669;6.58542;6.58542;6.58519;-0.0554669;6.58519;-0.0554669;0.445852;-0.000503006;0;0.1;433.678;0;
64.41;64.4085;-0.438344;6.441;6.441;6.44085;-0.0438344;6.44085;-0.0438344;0.445591;-0.000498998;0;0.1;414.865;0;
62.966;62.9652;-0.322019;6.2966;6.2966;6.29652;-0.0322019;6.29652;-0.0322019;0.445335;-0.00049499;0;0.1;396.472;0;
61.5222;61.5218;-0.205695;6.15222;6.15222;6.15218;-0.0205695;6.15218;-0.0205695;0.445086;-0.000490982;0;0.1;378.498;0;
60.0785;60.0785;-0.0893699;6.00785;6.00785;6.00785;-0.00893699;6.00785;-0.00893699;0.444842;-0.000486974;0;0.1;360.943;0;
58.6351;58.6351;0.0269548;5.86351;5.86351;5.86351;0.00269548;5.86351;0.00269548;0.444604;-0.000482966;0;0.1;343.808;0;
57.1919;57.1918;0.14328;5.71919;5.71919;5.71918;0.014328;5.71918;0.014328;0.444372;-0.000478958;0;0.1;327.092;0;
55.749;55.7484;0.259604;5.5749;5.5749;5.57484;0.0259604;5.57484;0.0259604;0.444146;-0.00047495;0;0.1;310.795;0;
54.3063;54.305;0.375929;5.43063;5.43063;5.4305;0.0375929;5.4305;0.0375929;0.443925;-0.000470942;0;0.1;294.918;0;
